ID,Source if not TB,module,ch,Topic,2019midterm,2019_101_mock,label,Question text,latex,advanced variation,Alternate,Original (if changed),Answer,Extended answer,solution hints,Exam/practice,Difficulty,Share correct 2024,Share correct 101,2016_May_exam,2016_practice,2016_resit,2017_midterm,101midterm_2017,2017_practicemidterm,2017_101_practice_midterm,final_2017,101_final_2017,2017_resit,2017_resit_101,2018_midterm,101midterm_2018,2018_final,2018_final_101,2018_resit_101,Comments_DR,2019 mock midterm
17.s1,,"beem101,bee2024",17,Behavioural,,checked,,"
\question[3] {\textit{There are between 1 and 5 correct answers; partial credit will be awarded.}}  Consider how prospect theory (PT) differs from the standard theory of expected utility (EU-theory)? Which of the following are correct? (Choose all that apply).
\begin{enumerate}[label=(\alph*)]
  \item  Under EU theory, an individual compares gambles based on the sum of the VnM utility of each outcome weighted by its actual probability. Under PT, individuals may overweight or underweight a 'prospect' relative to it's true probability. 
\item  Under PT, an individual may evaluate a 'prospect' based on the variance of the monetary outcomes, while under EU-theory, an individual will always choose the investment with the greatest expected monetary value.
  \item Under EU-theory, an individual must be always equally risk-averse, risk-loving, or risk-neutral when considering a gamble relative to ANY level of wealth, while under PT an individual can be very risk-averse starting from a low level of wealth, but then less risk-averse, or even risk-loving, when starting from a higher wealth level.
  \item  With PT, an individual who finds herself with wealth \pounds 5000 may be willing to take a fair gamble if the \pounds 5000 wealth is percieved as a `loss relative to a reference point' but this same person might not be willing to take the same fair gamble if the \pounds 5000 were at or above the 'reference point.' Under EU-theory, this could never be the case; a 'reference point' will not affect decisions 
  \item Under EU-theory, an individual will always be \emph{Prudent}, while under PT, she will never be \emph{Prudent}.
\end{enumerate}

\begin{solution}
 Under EU theory, an individual compares gambles based on the sum of the VnM utility of each outcome weighted by its actual probability. Under Prospect Theory, individuals may overweight or underweight a 'prospect' relative to it's true probability.  (remember that this is one of the two main elements of Prospect Theory) AND
\bigskip 
 With prospect theory, an individual who finds herself with wealth \pounds 5000 may be willing to take a fair gamble if the \pounds 5000 wealth is percieved as a `loss relative to a reference point' but this same person might not be willing to take the same fair gamble if the \pounds 5000 were at or above the 'reference point.' Under EU-theory, this could never be the case; a 'reference point' will not affect decisions. (This is the other key element of PT)
\bigskip 
The other claims are false. Under EU-theory an individual can have any risk attitude, and it need not be constant for all levels of wealth. Under EU-theory she may or may not be Prudent (and this can also vary over the range of wealth levels.)  



\end{solution}",,,,,d,,,,5,,,,1,,,,,,,,,,,,,,,,
17.11a,,"beem101,bee2024",17,Behavioural,,,,"\question[3] Consider a version of the ultimatum game in which player A makes an integer offer {1,2 …,9} to player B.
 If B accepts, he or she gets that amount of money and A gets to keep the remainder of \pounds 10.
If B rejects, both get nothing. Consider the following preferences reflecting envy.
Players get 1 util per pound earned.  That is all for the player who earns at least as much as the other.
The player who earns strictly less than the other also loses 1 util for each dollar difference.
Which of the following is an offer that arises in a subgame-perfect equilibrium with these preferences?

\begin{enumerate}[label=(\alph*)]
\item \pounds 1.
\item \pounds 2.
\item \pounds 4.
\item \pounds 5.
\end{enumerate}

\begin{solution}
  c.  4.
\end{solution}

",,,,"11. Consider the same ultimatum game as in the previous question but consider some new preferences reflecting a desire for fairness.  In particular, now assume players get 1 util per dollar earned but lose 1/4 util for the absolute difference between their monetary payoffs.  Which of the following is an offer that arises in a subgame-perfect equilibrium with these new preferences?",b,,,P,9,,,,1,,,,,,,,1,1,,,,,,,
d ,economics network,"beem101,bee2024",,Demand curves,,,giffenresult,"32. With a Giffen good, a price reduction:

a) leads to a negative income effect which exceeds the positive substitution effect
b) creates a small and positive income effect
c) produces a negative substitution effect
d) leads to conspicuous consumption
e) has zero effect on demand because the demand curve is perfectly price inelastic
",,,,,a,,,,,,,,,,,,1,,,,1,,,,,,,,
,,"beem101,bee2024",1,Economic models,,,,"True or false: ‘Economists never make normative statements’ is a normative statement.
(a) True (b) False",,,,,F,,,,,69.75%,,,,,1,,,,,,,,,,,,,,
4sg-13,NS study guide,"beem101,bee2024",,Demand curves,,,,"If there are only two goods it is not possible that (choose all that apply)

a. they are both luxury goods.
b. they are both inferior. \
c. one is inferior and one is normal. \
d. they are complements. \
e. they are perfect substitutes.

",,,,"If there are only two goods it is not possible that a. they are both normal.
b. they are both inferior.
c. one is inferior and one is normal.
d. they are complements. e. they are perfect substitutes.",b,"a,b: they are both inferior (is impossible). This would imply that when income increased a person spent less, which could not be optimising. Similarly, they cannot both be luxury goods in the technical sense: as income increases you cannot spend a larger share of your income on both goods. ",,,6,62%,,,,,1,1,,,,,,,,,,,,,
,,"beem101,bee2024",,Demand curves,,,,"\question[3] Refer to the graph above. Suppose the price is $P_1$. Select the box or boxes that constitute the consumer surplus \textit{(you may need to choose more than one answer)}.
\begin{myenum}
\item A
\item B
\item C
\item D
\item E
\end{myenum}
\begin{solution}
A,B,C
\end{solution}
","\question[3] Refer to the graph above. Suppose the price is $P_1$. Select the box or boxes that constitute the consumer surplus \textit{(you may need to choose more than one answer)}.
\begin{myenum}
\item A
\item B
\item C
\item D
\item E
\end{myenum}
\begin{solution}
A,B,C
\end{solution}
",,,,,,,,6,94%,,,,,1,1,,,,,,,,,,,,,
4sg-9,NS study guide,"beem101,bee2024",,Demand curves,,,,"Whenever the price of good X alone decreases, the substitution effect causes the quantity of good X to
a. increase always.
b. decrease always.
c. increase only if good X is normal.
d. increase only if good X is inferior.
e. remain unchanged always.",,,,a,,,,,3,,,,,,,,1,,,,,,,,,,,,checked
3sg-6,NS study guide,"beem101,bee2024",,Utility and choice,,,,"\question[3]  \textbf{Choose all that apply:} A person’s indifference curve
\begin{enumerate}[label=(\alph*)]
  \item is typically upward sloping.
  \item is typically downward sloping.
  \item is a contour line of the utility function.
  \item illustrates all the bundles a person can afford to purchase.
\end{enumerate}

\begin{solution}
b. is typically downward sloping.
and
c. is a contour line of the utility function.
\end{solution}

","\question[3]  \textbf{Choose all that apply:} A person’s indifference curve
\begin{enumerate}[label=(\alph*)]
  \item is typically upward sloping.
  \item is typically downward sloping.
  \item is a contour line of the utility function.
  \item illustrates all the bundles a person can afford to purchase.
\end{enumerate}

\begin{solution}
b. is typically downward sloping.
and
c. is a contour line of the utility function.
\end{solution}

",,,"A person’s indifference curve
a. is downward sloping.
b. is upward sloping.
c. is a contour line of the utility function.
d. illustrates all the bundles a person can afford to purchase.
e. aandc",e,,,,3,,,,,,,,1,,,,1,,,,,,,,
4-sg-v,NS study guide,"beem101,bee2024",3,Demand curves,checked,,,"Whenever the price of good X increases, the income effect causes the quantity of good X to
a. decrease always.
b. decrease only if good X is normal.
c. decrease only if good X is inferior.
d. never increase nor decrease
e. decrease only if income also decreases ","\begin{minipage}{\linewidth}
    \question[5] \textcolor{gray}{\textit{Choose ONE.}}
Whenever the price of good X increases, the income effect causes the quantity of good X to

\begin{enumerate}[label=(\alph*)]
  \item decrease always.
  \item decrease only if good X is normal.
  \item decrease only if good X is inferior.
  \item never increase nor decrease.
  \item decrease only if income also decreases.
\end{enumerate}

\begin{solution}
Correct:  decrease only if good X is inferior.
\end{solution}
\end{minipage}",,,,,,,,3,,,,,,,,,,,,,,,,,,,,
,,"beem101,bee2024",1,Economic models,checked,,,"\question[3] Which of the following is most (choose one)
\begin{enumerate}[label=(\alph*)]
\item Microeconomics uses theory, while Macroeconomics uses data
\item Microeconomics centres around the study of  unemployment, growth rate, gross domestic product and inflation.
\item Microeconomics is the study of small changes in government policies and corporate administration 
\item Microeconomics is the study of the (economic) choices individuals and firms make and how these choices create markets.
\item Microeconomics is qualitative and rarely uses maths
\end{enumerate}
\begin{solution}
A (the supermarket scanner data) and C (Understanding society panel). These are observations at the individual level; the other measures have been aggregated (in this case, averaged) to represent a larger population, or represent the outcome of market forces for entire economics (the exchange rates)
\end{solution}
","\begin{minipage}{\linewidth}
  \question[4] \textcolor{gray}{\textit{Choose ONE.}} Which of the following is correct?
  \begin{enumerate}[label=(\alph*)]
    \item Microeconomics is the study of the (economic) choices individuals and firms make and how these choices create markets.
    \item Microeconomics uses theory, while Macroeconomics uses data.
    \item Microeconomics centres around the study of  unemployment, growth rate, gross domestic product and inflation.
    \item Microeconomics is the study of small changes in government policies and corporate administration.
    \item Microeconomics is qualitative and rarely uses maths.
  \end{enumerate}
  \begin{solution}
    Microeconomics is the study of the (economic) choices individuals and firms make and how these choices create markets.
  \end{solution}
\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
smith-hunt-a,,"beem101,bee2024",1,Economic models,checked,,,"\question[4] A simple idea attributed to Adam Smith is that if it takes twice as long to hunt a deer as a beaver, a deer should trade for two beavers in the marketplace.
From the point of view of classical economics, which of the following are NOT valid and reasonable critiques of the limitations of this as a model of the determination of price and quantity (choose only one):
\begin{enumerate}[label=(\alph*)]
\item Hunters who have more beavers than deer would refuse to trade at these prices.
\item This alone does not tell us how many deers and beavers will be traded.
\item Consumers can not compare disparate products like beavers and deer.
\item The amount of time it takes to hunt a deer versus a beaver may depend on how many have already been caught.
\item There are inputs into the production process other than labour which may affect the price.
\end{enumerate}

\begin{solution}
 Hunters who have more beavers than deer would refuse to trade at these prices. -- invalid
Consumers can not compare disparate products like beavers and deer. -invalid

\end{solution}","\question[4] A simple idea attributed to Adam Smith is that if it takes twice as long to hunt a deer as a beaver, a deer should trade for two beavers in the marketplace.
From the point of view of classical economics, which of the following are NOT valid and reasonable critiques of the limitations of this as a model of the determination of price and quantity (choose only one):
\begin{enumerate}[label=(\alph*)]
\item Hunters who have more beavers than deer would refuse to trade at these prices.
\item This alone does not tell us how many deers and beavers will be traded.
\item Consumers can not compare disparate products like beavers and deer.
\item The amount of time it takes to hunt a deer versus a beaver may depend on how many have already been caught.
\item There are inputs into the production process other than labour which may affect the price.
\end{enumerate}

\begin{solution}
 Hunters who have more beavers than deer would refuse to trade at these prices. -- invalid
Consumers can not compare disparate products like beavers and deer. -invalid


\end{solution}",,,,,,,,,54.94%,11.90%,,,,1,1,,,,,,,,,,,1,,
plotsupply,,"beem101,bee2024",1,Economic models,,,,True or false: Plotting the observed prices and quantities traded in a market and fitting a line through them will normally provide a valid estimate of a market supply  curve.,"\question[2] True or false: Plotting the observed prices and quantities traded in a market and fitting a line through them will normallyu provide a valid estimate of a market supply  curve.
\begin{enumerate}[label=(\alph*)]
\item True
\item False
\end{enumerate}
\begin{solution}
False.  ""If we plot prices and quantities traded in a market, we are be observing the interaction of shifts in supply and demand curve, so it is difficult to estimate either curve without further assumptions. (If we *had reason to believe* that the supply curve was fixed and the demand curve shifting during the period we observed this data, then it might be reasonable to do this and consider it an estimate of a supply curve.)}
""
\end{solution}",,,,F,,,,≤,,42.86%,,,,1,1,,,,,,,,,,,,,checked
plotsupply_shifts,,"beem101,bee2024",1,Economic models,checked,,,"True or false: Suppose we observe prices and quantities traded in a market, and we know these resulted from shifts in the supply curve only, through a period when the demand curve is known to be constant. In such a case, fitting a line through these may provide a valid estimate of a market \emph{demand} curve.","\begin{minipage}{\linewidth}
  \question[3] True or false: Suppose we observe prices and quantities traded in a market, and we know these resulted from shifts in the supply curve only, through a period when the demand curve is known to be constant. In such a case, fitting a line through these may provide a valid estimate of a market \emph{demand} curve.
  \begin{enumerate}[label=(\alph*)]
    \item True
    \item False
  \end{enumerate}
  \begin{solution}
    True
  \end{solution}
\end{minipage}",,,,T,,,,≤,,42.86%,,,,1,1,,,,,,,,,,,,,
ppf_interior,,,1,Economic models,,,,"A point on the interior of the production possibility frontier (below and to the left of it) represents:

a. An output combination that the economy could not feasibly produce
b. A sub-optimal outcome, suggesting an inefficiency
c. A super-optimal outcome, suggesting the economy should produce less
d. The outcome of an efficient use of inputs in an economy
e. The opportunity cost of one good in terms of the other
","\question[3] A point on the interior of the production possibility frontier (below and to the left of it) represents:  (choose one)
\begin{enumerate}[label=(\alph*)]
\item  An output combination that the economy could not feasibly produce
\item A sub-optimal outcome, suggesting an inefficiency
\item  A super-optimal outcome, suggesting the economy should produce less
\item The outcome of an efficient use of inputs in an economy
individuals and firms make and how these choices create markets.
\item The opportunity cost of one good in terms of the other

\end{enumerate}
\begin{solution}
A sub-optimal outcome, suggesting an inefficiency
\end{solution}
",,,,"b. A sub-optimal outcome, suggesting an inefficiency",,,,,,,,,,,,,,,,,,,,,,,,checked
,,,1,Economic models,checked,,,"  \begin{minipage}{\linewidth}
    \includegraphics[height=3in]{ppfnocaption.png}
    \question[4] \textcolor{gray}{\textit{Choose ONE.}} In the above production possibility frontier diagram, point A represents:
    \begin{enumerate}[label=(\alph*)]
        \item an output combination that the economy could not feasibly produce.
        \item a sub-optimal outcome, suggesting an inefficiency.
        \item the unique outcome of the efficient use of inputs in an economy.
        \item a combination of outputs such that no more of good A could be produced without reducing the production of good B.
        \item None of the above
\end{enumerate}
\begin{solution}
        a combination of outputs such that no more of good A could be produced without reducing the production of good B.
\end{solution}
  \end{enumerate}
\end{minipage}","  \begin{minipage}{\linewidth}
    \includegraphics[height=3in]{ppfnocaption.png}
    \question[4] \textcolor{gray}{\textit{Choose ONE.}} In the above production possibility frontier diagram, point A represents:
    \begin{enumerate}[label=(\alph*)]
        \item an output combination that the economy could not feasibly produce.
        \item a sub-optimal outcome, suggesting an inefficiency.
        \item the unique outcome of the efficient use of inputs in an economy.
        \item a combination of outputs such that no more of good A could be produced without reducing the production of good B.
        \item None of the above
\end{enumerate}
\begin{solution}
        a combination of outputs such that no more of good A could be produced without reducing the production of good B.
\end{solution}
  \end{enumerate}
\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
university_experiment,,"beem101,bee2024",1,Economic models,checked,checked,,"Suppose that, over a number of years, a country randomly (by lottery) selected people from an eligible pool to attend university, and all who were selected attended university, and all who were not selected did not attend any university. Suppose that, for this country, on average those who attended university earned significantly higher wages than those who did not. In such a case, which of the following statements is most correct (choose one):
","\question[3] textcolor{gray}{\textit{Choose ONE.}} Suppose that, over a number of years, a country randomly (by lottery) selected people from an eligible pool to attend university, and all who were selected attended university, and all who were not selected did not attend any university. Suppose that, for this country, on average those who attended university earned significantly more than those who did not. In such a case, which of the following statements is most correct?

\begin{enumerate}[label=(\alph*)]
\item This offers no valid evidence on the income returns to education because correlation is not causation.
\item This provides substantial evidence that attending university leads to higher wages,  at least in the context of this country.
\item This proves that if one's parents earn a higher wage one is more likely to attend university, at least in the context of this country.
\item None of the above
\end{enumerate}

\begin{solution}
\item This provides substantial evidence that attending university leads to higher wages,  at least in the context of this country.

\end{solution}
",,,,"\item This provides substantial evidence that attending university leads to higher wages,  at least in the context of this country",,,,,79.94%,66.67%,,,,1,1,,,,,,,,,,,,,
university_nonexperiment,,"beem101,bee2024",1,Economic models,,,," Suppose that, over a number of years, a country gave a standardized aptitude test for university admission. Suppose all those people who scored over 1500 on this test were able to attend university, and all those who scored under 1500 were not able to attend.  Suppose that, for this country, on average those who attended university were likely to have fewer children and to have these children at a later age, if at all.  In such a case, which of the following statements is most correct (choose one):{
~This proves that higher education causes people to have fewer children
~This provides substantial evidence that attending university leads to higher wages,  at least in the context of this country
#This does not clearly demonstrate that going to university causes people to have fewer children, because those who had the highest scores on the test may have had fewer children whether or not they attended university
~This does not clearly demonstrate that going to university causes people to have fewer children, because those who had the highest scores on the test will attend university, and thus be exposed to a range of ideas about family planning}","\question[3] Suppose that, over a number of years, a country gave a standardized aptitude test for university admission. Suppose all those people who scored over 1500 on this test were able to attend university, and all those who scored under 1500 were not able to attend.  Suppose that, for this country, on average those who attended university were likely to have fewer children and to have these children at a later age, if at all.  In such a case, which of the following statements is most correct (choose one):

\begin{enumerate}[label=(\alph*)]
\item This proves that higher education causes people to have fewer chidren  
\item This provides substantial evidence that attending university leads to higher wages,  at least in the context of this country
\item This does not clearly demonstrate that going to university causes people to have fewer chidren, because those who had the highest scores on the test may have had fewer children whether or not they attended university 
\item  This does not clearly demonstrate that going to university causes people to have fewer chidren, because those who had the highest scores on the test will attend university, and thus be exposed to a range of ideas about family planning  
\end{enumerate}
\begin{solution}
This does not clearly demonstrate that going to university causes people to have fewer chidren, because those who had the highest scores on the test may have had fewer children whether or not they attended university

\end{solution}",,,,"\item This does not clearly demonstrate that going to university causes people to have fewer chidren, because those who had the highest scores on the test may have had fewer children whether or not they attended university ",,,,,79.94%,66.67%,,,,1,1,,,,,,,,,,,,,checked
util_statements,,"beem101,bee2024",2,Utility and choice,checked,,,"\question[5] Which of the following statements about utility functions are \emph{false}, from the point of view of neoclassical economics. (Choose the two false statements).
\begin{enumerate}[label=(\alph*)]
\item If we observe an individual's consumption choices over the period of a year, we can measure the utility she earned in that year.
\item The classical economics approach assumes that decisions are made as if all characteristics of outcomes can be compared and evaluated, thus we can reduce everything to a single dimension, `utility’, which is maximised.
\item An individual indifference curve maps the combinations of goods that give an individual  a particular  level of utility. 
\item While we cannot determine the exact level of an individual's utility, we can compare across individuals and determine who gets \emph{more} utility
\item By revealed preference, if Al buys a cat instead of a dog, and a dog was cheaper, we can assume Al gets more utility from a cat.
\end{enumerate}

\begin{solution}
False statements are 
""If we observe an individual's consumption choices over the period of a year, we can measure the utility she earned in that year.""

and

While we cannot determine the exact level of an individual's utility, we can compare across individuals and determine who gets \emph{more} utility

\end{solution}","\begin{minipage}{\linewidth}
\question[5] \textcolor{gray}{\textit{Choose TWO. Partial credit awarded.}} Which of the following statements about utility functions are \emph{FALSE}, from the point of view of neoclassical economics? (Choose the two false statements).
   \begin{enumerate}[label=(\alph*)]
\item If we observe an individual's consumption choices over the period of a year, we can measure the utility she earned in that year.
\item The neoclassical economics approach assumes that decisions are made as if all characteristics of outcomes can be compared and evaluated, thus we can reduce everything to a single dimension, `utility', which is maximised.
\item An individual indifference curve maps the combinations of goods that give an individual  a particular  level of utility.
\item While we cannot determine the exact level of an individual's utility, we can compare across individuals and determine who gets \emph{more} utility.
\item By revealed preference, if Al buys a cat instead of a dog, and a dog was cheaper, we can assume Al gets a greater increase in utility from a cat than from a dog.
\end{enumerate}

\begin{solution}
False statements are
`If we observe an individual's consumption choices over the period of a year, we can measure the utility she earned in that year.'

and

`While we cannot determine the exact level of an individual's utility, we can compare across individuals and determine who gets \emph{more} utility'

\end{solution}
\end{minipage}",,,,,,,,,,97.60%,,,,,,,,,,,,,,,,,,
util_statements_v2,,"beem101,bee2024",2,Utility and choice,,,,"\question[4] Which of the following statement about utility functions is \emph{true}, from the point of view of neoclassical economics. (Choose one).
\begin{enumerate}[label=(\alph*)]
\item If we observe an individual's consumption choices over the period of a year, we can measure the utility she earned in that year, and compare it to the utility others have earned.
\item The neoclassical economics approach assumes decisions are made as if all characteristics of outcomes can be compared and evaluated, thus we can reduce everything to a single dimension, `utility’, which is maximised.
\item An individual indifference curve maps all of the utility levels an individual can attain with a particular income, at prevailing prices.
\item By revealed preference, even if Al buys a cat instead of a dog, and a dog was cheaper, we do not know which provides greater utility.
\item Utility is typically measured in monetary units. 
\end{enumerate}

\begin{solution}
True: The classical economics approach assumes decisions are made as if all characteristics of outcomes can be compared and evaluated, thus we can reduce everything to a single dimension, `utility’, which is maximised.

\end{solution}","\question[4] Which of the following statement about utility functions is \emph{true}, from the point of view of classical economics. (Choose one).
\begin{enumerate}[label=(\alph*)]
\item If we observe an individual's consumption choices over the period of a year, we can measure the utility she earned in that year, and compare it to the utility others have earned.
\item The classical economics approach assumes decisions are made as if all characteristics of outcomes can be compared and evaluated, thus we can reduce everything to a single dimension, `utility’, which is maximised.
\item An individual indifference curve maps all of the utility levels an individual can attain with a particular income, at prevailing prices.
\item By revealed preference, even if Al buys a cat instead of a dog, and a dog was cheaper, we do not know which provides greater utility.
\item Utility is typically measured in monetary units. 
\end{enumerate}

\begin{solution}
True: The classical economics approach assumes decisions are made as if all characteristics of outcomes can be compared and evaluated, thus we can reduce everything to a single dimension, `utility’, which is maximised.

\end{solution}",,,,,,,,,,97.60%,,,,,,,,,,,,,,,,,,checked
,,,2,Utility and choice,checked,,indifc_curve_comp,"  \includegraphics[height=3in]{IndifferenceCurve.jpg}

\question[3] \textcolor{gray}{\textit{Choose ONE.}}

Given the indifference curve (U1) shown above, and assuming non-satiation, which ranking of the individual's preferences is correct (recalling $\succ$ denotes 'is preferred to' and $\sim$ denotes 'is indifferent to').

\begin{enumerate}[label=(\alph*)]
\item A $\succ$ B  $\succ$ C $\succ$ D $\succ$ E $\succ$ F
\item F $\succ$ B  $\sim$ C $\sim$ A $\sim$ D $\sim$ E
\item F $\succ$ B  $\sim$ C $\sim$ A $\succ$ D $\succ$ E
\item F $\succ$ C  $\sim$ B $\sim$ A $\sim$ D $\succ$ E
\item None of the above
\end{enumerate}

\begin{solution}
Ans:
F $\succ$ B  $\sim$ C $\sim$ A $\succ$ D $\succ$ E
\end{solution}
","\begin{minipage}{\linewidth}

  \includegraphics[height=3in]{IndifferenceCurve.jpg}

\question[3] \textcolor{gray}{\textit{Choose ONE.}}

Given the indifference curve (U1) shown above, and assuming non-satiation, which ranking of the individual's preferences is correct (recalling $\succ$ denotes 'is preferred to' and $\sim$ denotes 'is indifferent to').

\begin{enumerate}[label=(\alph*)]
\item A $\succ$ B  $\succ$ C $\succ$ D $\succ$ E $\succ$ F
\item F $\succ$ B  $\sim$ C $\sim$ A $\sim$ D $\sim$ E
\item F $\succ$ B  $\sim$ C $\sim$ A $\succ$ D $\succ$ E
\item F $\succ$ C  $\sim$ B $\sim$ A $\sim$ D $\succ$ E
\item None of the above
\end{enumerate}

\begin{solution}
Ans:
F $\succ$ B  $\sim$ C $\sim$ A $\succ$ D $\succ$ E
\end{solution}

\end{minipage}
",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,Utility and choice,checked,,indifcurves_implications,"\includegraphics[height=3in]{fig_2-2.png}

  \question[6] \textcolor{gray}{\textit{Choose TWO. Partial credit awarded.}} Considering the above indifference curve, which of the following are true (choose two)?
\begin{enumerate}[label=(\alph*)]
  \item The indifference curve demonstrates  an \emph{increasing} marginal rate of substitution between the two goods; at a higher level of hamburger consumption, she requires \emph{more} soft drinks to be willing to give up a hamburger.
  \item At point A she is willing to give up approximately 2 hamburgers to gain 1 soft drink.
  \item At point D she is willing to give up more than one hamburger to gain one soft drink.
  \item For this consumer, these goods are neither perfect complements nor perfect substitutes.
  \item This consumer would strictly prefer to consume at point C than to consume at point A.
\end{enumerate}

\begin{solution}

True statements:

For this consumer, these goods are neither perfect complements nor perfect substitutes

At point A she is willing to give up approximately 2 hamburgers to gain 1 soft drink

\end{solution}","\begin{minipage}{\linewidth}
\includegraphics[height=3in]{fig_2-2.png}

  \question[6] \textcolor{gray}{\textit{Choose TWO. Partial credit awarded.}} Considering the above indifference curve, which of the following are true (choose two)?
\begin{enumerate}[label=(\alph*)]
  \item The indifference curve demonstrates  an \emph{increasing} marginal rate of substitution between the two goods; at a higher level of hamburger consumption, she requires \emph{more} soft drinks to be willing to give up a hamburger.
  \item At point A she is willing to give up approximately 2 hamburgers to gain 1 soft drink.
  \item At point D she is willing to give up more than one hamburger to gain one soft drink.
  \item For this consumer, these goods are neither perfect complements nor perfect substitutes.
  \item This consumer would strictly prefer to consume at point C than to consume at point A.
\end{enumerate}

\begin{solution}

True statements:

For this consumer, these goods are neither perfect complements nor perfect substitutes

At point A she is willing to give up approximately 2 hamburgers to gain 1 soft drink

\end{solution}
\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,Utility and choice,,,indif_curve_types,"[diagram with 'smoke grinders' here, unlabeled, only ""Y"" and ""X""]

\question[2] Which of the following are true (choose two):

\begin{enumerate}[label=(\alph*)]
\item Each of these indifference curves demonstrate diminishing marginal substitution
\item The indifference curves in panel (d) demonstrate `perfect complements'
\item The indifference curves in panel (c) demonstrate `perfect complements'
\item Panel (a) demonstrates a case where the individual does not put any value on the good on the vertical axis (good Y) 
\item Panel (b) demonstrates `Cobb-Douglas utility functions' over goods X and Y 

  
\end{enumerate}

\begin{solution}

True statements:  

 Panel (a) demonstrates a case where the individual does not put any value on the good on the vertical axis (good Y) 

\item The indifference curves in panel (d) demonstrate `perfect complements'

\end{solution}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked
,Self ,,1,Economic models,,,,"Suppose the US government subsidizes farmers, paying them a fixed subsidy per unit of food they produce. Which statement best describes the likely effect of this on less-wealthy African countries?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,Economic models,,,,"Gasoline sells for $4.00 per gallon this year, and it sold for $3.00 per gallon last year. But consumers bought more gasoline this year than they did last year. Does this contradict the economic theory that people tend to buy less when the price rises? Choose the most correct response below:
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalping,Self,,2,Utility and choice,checked,,,"\includegraphics[height=3in]{scalping.png}

Suppose the NFL had a 'rationing policy', where each consumer could buy at most one ticket. Suppose the diagam above represents each consumer's budget constraint and two of her indifference curves. The maximum  amount she would be willing to pay to buy an additional (second) ticket is characterised by the vertical distance between ___ and ___ (choose two):

a. A
b. B
c. C
d. D
e. the 0 axis

Ans: B and D","\begin{minipage}{\linewidth}
\includegraphics[height=3in]{scalping.png}

\question[5] \textcolor{gray}{\textit{Choose TWO. Partial credit will NOT be awarded.}}  Suppose the NFL had a `rationing policy', where each consumer could buy at most one ticket to the Super Bowl. Suppose the diagram above represents each consumer's budget constraint and two of her indifference curves. The maximum  amount she would be willing to pay to buy an additional (second) ticket is characterised by the vertical distance between \rule{2cm}{.8pt}  and \rule{2cm}{.8pt}  (choose two):

\begin{enumerate}[label=(\alph*)]
\item A
\item B
\item C
\item D
\end{enumerate}

\begin{solution}
Ans: B and D
\end{solution}
\end{minipage}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
williesuncle,Self,,2,Utility and choice,,,,"\includegraphics[height=3in]{picsfigs/williesuncle_add.png}

Willie's relevant indifference curves are displayed above.  With his  original income, his budget line connects point c and cc. His uncle bequeaths him an additional income B-D (represented in the value of 'other goods')  but forbids him from spending on sin goods; this allows him to attain utility U3. What is the minimum additional income his uncle would need to bequeath him to give him the same utility (U3), if his uncle did *not* forbid sin goods?  

The vertical distance between ___ and ___ (choose two).

A. A
B. B
C. C
D. D
E. E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked
9.10_reversed,,"beem101,bee2024",9,Perfect competition,checked,,,"10. Under perfect competition, if an industry is characterized by negative economic profits in the short run
  a.  firms will leave the market in the long run and the short-run supply curve will shift outward.
  b.  firms will enter the market in the long run and the short-run supply curve will shift outward.
  c.  firms will enter the market in the long run and the short-run supply curve will shift inward.
  d.  firms will leave the market in the long run and the short-run supply curve will shift inward.
e. None of the above","\begin{minipage}{\linewidth} \textcolor{gray}{\textit{Choose ONE.}}
\question[3] Under perfect competition, if an industry is characterised by negative economic profits in the short run
\begin{enumerate}[label=(\alph*)]
\item firms will leave the market in the long run and the short-run supply curve will shift outward.
\item firms will enter the market in the long run and the short-run supply curve will shift outward.
\item firms will enter the market in the long run and the short-run supply curve will shift inward.
\item firms will leave the market in the long run and the short-run supply curve will shift inward.
\item None of the above.
\end{enumerate}
\begin{solution}
firms will leave the market in the long run and the short-run supply curve will shift inward.
\end{solution}
\end{minipage}",,,,b,,,E,6,,,1,,,1,1,,,,,,,,,,,,,
9.13-decreasing,,"beem101,bee2024",9,Perfect competition,,,,"For a decreasing cost industry, the long-run supply curve has a price-elasticity of supply that is 
  a.  infinite.
  b.  negative.
  c.  positive.
  d.  zero.","\question[3] For a decreasing cost industry, the long-run supply curve has a price-elasticity of supply that is
\begin{enumerate}[label=(\alph*)]
\item infinite.
\item negative.
\item positive.
\item zero.
\item None of these.
\end{enumerate}
\begin{solution}
\end{solution}",,,,c,,,E,6,,,,,1,,,1,1,,,1,,,,,,,a lot of people think 'negative',
