ID,Type,Source if not TB,ch,Category1,cat2,101_2019,101_2019_mock,time_to_solve,"Question text, with answer",Advanced ver,older version,Difficulty,Comments_DR,Maths,BEE2024-2016_May_exam,BEE2024_2016_practice,2016_resit,beem101_2016-17_practice,Beem101_2016/17-midterm,final_2017,101_final_2017,2017_resit,2017_resit_101,2018_101_final,common_errors,Category2,2018_2024_final,Variation,2018-19_101_midterm,2019_final,2019_notes,alt-2024,2018_resit_101,2019_resit,2019-mock
demand_derive_draw_necessity,"solve, draw, explain","TB, redone with cobb-douglas",,Demand curves,,,,12,"\begin{questions}
\question[30] \underline{Demand curves} John M. Countryside earns \pounds 100 per week at his summer job and spends his entire weekly income on leeks and chocolate, because these are the only two items that provide utility to him. John gains utility from both of these; his utility is $U(\ell,c)=c^3\ell^4$, where $\ell$ is the number of ounces of leeks he consumes and $c$ the number of ounces of chocolate he consumes.

\begin{parts}

  \part (10 marks) If leeks costs \pounds 2 per ounce and chocolates cost \pounds 1 per ounce, how many will John buy of each in a week? Please show your steps: state the optimisation condition and constraint and then solve. Recall the power rule for derivatives: $\frac{d}{dx}ax^{b}=bax^{b-1}$ where $b\neq0$.

\begin{solution}

$MU_{\ell}=4c^{3}\ell^{3}$

$MU_{c}=3c^{2}l^{4}$

For optimisation (where the second order condition holds, and where we consume some of both so it's not a corner solution; this will be the case here, extra points if anyone mentions this and more if they derive it):

$MU_{\ell}/MU_{c}=MRS=p_{\ell}/p_c$

$\rightarrow\frac{4c^{3}\ell^{3}}{3c^{2}l^{4}}=\frac{2}{1}$

$\rightarrow\frac{c^{3}\ell^{3}}{c^{2}l^{4}}=2\times\frac{3}{4}$

$\rightarrow\frac{c}{\ell}=\frac{3}{2}$

$\rightarrow \ell=\frac{2}{3}c$

Partial credit: We also know the above is a Cobb-Douglas utility function so expenditure shares will be constant and reflect the relative power coefficients; as the coefficient on $\ell$ is 1/3 greater than that of c, we will spend 1/3 more on $\ell$, which, as it is twice as expensive ... this  means buying 2/3 as many units of $\ell$ (note that $2/3 \times 2 = 4/3$, i.e., spending 1/3 more).

Budget constraint: $2\ell+c=100$

Substituting in:

$2\times \frac{2}{3}c +c =100\rightarrow \frac{7}{3}c =100\rightarrow c=100\times\frac{3}{7}$ (about 43)

$\ell=\frac{2}{3}c=\frac{2}{3}\times\frac{3}{7}\times100=\frac{6}{21}\times100$ (about 29)

(Note 3/7=9/21.) /

Check all the budget is spent: $100\times(\frac{9}{21}+2\frac{6}{21})=(21/21)\times 100=100$, and note that 12/21 is 1/3 greater than 9/21, as promised.

\end{solution}

\part (10 marks) For the above example, plot John's budget constraint and several indifference curves (approximately), with chocolate (c) on the vertical axis and leeks ($\ell$) on the horizontal axis. Use this diagram to illustrate the condition for his optimised consumption choice described above.

\begin{solution}
  This diagram is straightforward; downward sloping (at a diminishing rate) dmrs indifference curves that asymptote but never hit the X or Y axes. The optimisation point should be where the price ratio equals the slope of an indifference curve. The budget constraint will be linear, connecting the points $\ell=0,c=100$ and $\ell=50,c=0$, with slope -1/2.
\end{solution}

\part (10 marks) Are leeks a `necessity' for John? I.e., will John consume a positive amount of leeks for \textit{any} positive prices and income? Is chocolate a necessity for John? I.e., will he consume a positive amount of chocolate for \textit{any} positive prices and income? Explain and show why this is (or is not) the case in words, in a diagram, and mathematically, if possible.

\begin{solution}
 Both are neccessities. You can show that the MRS (the amount of one you'd be willing to give up for a unit of the other) goes to infinite as the consumption of either goes to zero. You can make a rough argument for this from the fact that the utility function is multiplicative, so it goes to zero as consumption of either goes to zero This can be illustrated with indifference curves that asymptote but never hit the X or Y axes.
\end{solution}
",,,8.0,,Algebra,,,,,1,,,checked,,,,,checked,,,,,,,,
define_explain_transitive_prefs,"Explain, theory",,,Utility and preferences,,,,,"\question[27.5] Define `transitive preferences' both formally and intuitively. Why might we expect individuals to have transitive preferences? Give an example of a person making choices that seem to reflect preferences that are \textit{not} transitive, and explain how one could `pump money' from this person.
\question[27.5] Considering the axioms of revealed preferences, explain, and depict graphically, how shifting prices and budget constraints may help economists partially identify an individual's indifference curves.",,,,,,,,,,,,,,,,,,,,,,,,,,
revealedpref_empirics,"Explain, theory",,,Utility and preferences,,,,,"\question[27.5] Considering the axioms of revealed preferences, explain, and depict graphically, how shifting prices and budget constraints may help economists partially identify an individual's indifference curves.",,,,,,,,,,,,,,,,,,,,,,,,,,
giffen_discussion,"Explain, theory",,,Demand curves,,,,,"\question[27.5] Define and describe a \textit{Giffen good.} Depict (mathematically or graphically) how a Giffen good can result from a consumer's constrained optimal response to price changes, considering income and substitution effects.",,,,,,,,,,,,,,,,,,,,,,,,,,
arethesefivegoodspublic,Explain/discuss,,,Public goods,,,,,"\question[12] Using no more than one sentence per item, explain which of the following are most reasonably considered public goods, which are \textit{not} reasonably considered public goods, and why.
\begin{enumerate}[label=(\alph*)]
  \item Housing
  \item Expenditure on preserving the ozone layer and reducing greenhouse emissions
  \item An earthquake-prevention system that succesfully prevents earthquakes from occuring
  \item Bandages provided to individuals for free by the NHS, which come at the cost of public funds raised through taxation
  \item Effective humanitarian aid provided to developing countries, in a world where all individuals have other-regarding preferences such that their utility is negatively impacted by the suffering of others
\end{enumerate}
\begin{solution}
Yes: An earthquake-prevention system that succesfully prevents earthquakes from occuring
Yes: Effective humanitarian aid provided to developing countries, in a world where all individuals have other-regarding preferences such that their utility is negatively impacted by the suffering of others.  This is because all the other-regarding individuals will benefit from such aid.
Yes: Expenditure on preserving the ozone layer and reducing greenhouse emissions
Each of these are reasonably considered nonrival and nonexcludable.

\bigskip

No: Housing (private good, both excludable and rival)
No: Bandages --  although publicly provided,  these mainly yield benefit to the single individual who receives them, and bandages themselves are both excludable and rival.

\end{solution}

",,,,,,,,,,,,,,,checked,"Public *provision* by the NHS doesn't mean the good itself is public,""Use of the environment may be rival, but reductions in emissions are enjoyed by all"",Aid to third-parties from the POV of altruists may be seen as nonrival and nonexcludable,""Excludability leads to the ability to charge prices, not vice versa""",,,,,,,,,,
efficient_PG_conditino,Explain/discuss,,,Public goods,,,,," \question[5]  In no more than one sentence (plus any necessary equations), please state the condition for efficient production of a public good.

%\textit{Note:} Recall that the `Rate of Product Transformation', or RPT, is the technical rate at which one good can be transformed into another in production.
 %Efficient production of a \underline{public} good requires\dots

\begin{solution}
  The sum of individuals' MRS's  of public goods for private goods must be equal to the RPT of public goods for private goods. (Where it is efficient to produce some of both goods).
\end{solution}",,,,,,,,,,,,,,,,,,,,,,,"\question[25] Explain/depict the conditions necessary for efficient provision of a public good. Explain/depict why the private market might provide some amount of public goods, but these are likely to be under-provided without government intervention.

\begin{solution}
  The sum of individuals' MRS's  of public goods for private goods must be equal to the RPT of public goods for private goods. (Where it is efficient to produce some of both goods).

Diagram here ... 'adding up vertically'. 
\end{solution}""",,,
name_tech_barriertoentry,Explain/discuss,,,Monopoly,,,,,"  \question[5]  Name one  `\textit{technical} factor' or \textit{technical} `barrier to entry' that may lead to a monopolised market.

%\begin{enumerate}[label=(\alph*)]
%\item Decreasing average costs
%\item Increasing returns to scale
%\item Decreasing returns to scale
%\item A single firm has a patent on the production of a product.
%\item A single firm is given a licence from the government to be the sole seller of a consumer product.
%\end{enumerate}
\begin{solution}
Decreasing average costs.
Increasing returns to scale.
Exclusive technical access to a resource (like a water supply) or production process.
%\bigskip
%Note that the patent and the licence are legal not technical factors

\end{solution}
",,,,,,,,,,,,,,,,,,,,,,,,,,
thirddegreepd_impact,Explain/discuss,,,Monopoly,,,,,"\begin{minipage}{\linewidth}
  \question[15] \textcolor{gray}{\textit{Please answer in no more than one side of a page.}}  Explain what economic theory predicts will happen if a monopoly is allowed to practice third-degree price discrimination (i.e., charge a different price to different consumers based on some inherent observable characteristic of these consumer) rather than charge the same price for everyone. Who  will gain, who will lose, what will be the net effect on welfare, and why?

\begin{solution}
  If it can price discriminate, the monopoly will increase its profit through charging a price and setting  a quantity where marginal revenue equals marginal cost in each market,  rather than setting this for the aggregate market. Consumers in markets that are more price sensitive will get a lower price and benefit, while consumers in markets that are less price sensitive and get a higher price and lose. The  former consumers will consume a larger quantity,  and the latter consumers will consume a larger quantity. Holding  output constant, this leads it to be consumed by people who value it less instead of people who value more, which reduces exchange efficiency. However, if the output increase for the more price-sensitive markets is  substantially greater than the decrease in the less  price-sensitive markets, this means an increase in total quantity, which can lead to greater (top-level) efficiency.  The impact on  total welfare is ambiguous.
\end{solution}

",,,,,,,,,,,,,,,checked,"Ignores welfare,3dpd is not perfect PD,ignores exchange efficiency issue,You don't need to consider arbitrage here",,,,,checked,,"\begin{minipage}{\linewidth}
  \question[25] \textcolor{gray}{\textit{Suggested answer length: no more than one side of a page.}}  Explain what economic theory predicts will happen if a monopoly is allowed to practice third-degree price discrimination (i.e., charge a different price to different consumers based on some inherent observable characteristic of these consumer) rather than charge the same price for everyone. Who will gain, who will lose, what will be the net effect on welfare, and why? (Note: a diagram may aid your explanation here).

\begin{solution}
  If it can price discriminate, the monopoly will increase its profit through charging a price and setting  a quantity where marginal revenue equals marginal cost in each market,  rather than setting this for the aggregate market. Consumers in markets that are more price sensitive will get a lower price and benefit, while consumers in markets that are less price sensitive and get a higher price and lose. The  former consumers will consume a larger quantity,  and the latter consumers will consume a larger quantity. Holding  output constant, this leads it to be consumed by people who value it less instead of people who value more, which reduces exchange efficiency. However, if the output increase for the more price-sensitive markets is  substantially greater than the decrease in the less  price-sensitive markets, this means an increase in total quantity, which can lead to greater (top-level) efficiency.  The impact on  total welfare is ambiguous.
\end{solution}

",,,
whydiversify,Explain/discuss,,,Uncertainty,,,,,"\begin{minipage}{\linewidth}
  \question[10] \textcolor{gray}{\textit{Please answer in no more than half a side of a page.}} Under standard assumptions, why will risk-averse individuals choose to diversify their investments?


\begin{solution}
This will reduce the variance of their returns, for a given expected return. This will increase the expected value of their returns, for a given level of variance.

  \bigskip

   In the CAPM model one trades off the market-correlated risk of each investment and its return. However, individual investments may have additional idiosynchratic risk. The latter is like 'coin flip risk' and it can be reduced at no cost by spreading it across multiple coin flips. By optimally diversifying one can minimise risk subject to a given expected return. Obviously this is equivalent to maximimising expected return for a given risk.

\end{solution}
\end{minipage}

",,,,,,,,,,,,,,,checked,"Fails to point out it reduces risk *for a given expected return*. ,Lacks explanation of *how/why* this reduces risk.,Poorly specified or unjustified example given,Loss aversion is not the same as risk aversion",,,,,,,"\begin{minipage}{\linewidth}
  \question[25] \textcolor{gray}{Under standard assumptions, why will risk-averse individuals choose to diversify their investments? How does this relate to the standard model of the 'pricing of financial assets' (such as stocks and shares)?

\begin{solution}
This will reduce the variance of their returns, for a given expected return. This will increase the expected value of their returns, for a given level of variance.

  \bigskip

   In the CAPM model one trades off the market-correlated risk of each investment and its return. However, individual investments may have additional idiosynchratic risk. The latter is like 'coin flip risk' and it can be reduced at no cost by spreading it across multiple coin flips. By optimally diversifying one can minimise risk subject to a given expected return. Obviously this is equivalent to maximimising expected return for a given risk.

\end{solution}
\end{minipage}

",,,
whats_prospect_thy,Explain/discuss,,,Behavioural,,,,,"\question[5] \textcolor{gray}{\textit{Please answer in 1-2 sentences.}} Explain one of the major components, assumptions, or findings of 'Prospect theory'?

%\begin{enumerate}[label=(\alph*)]
   % \item Under prospect theory, individuals cannot be risk averse.
   % \item Under prospect theory, individuals must have other-regarding preferences.
   % \item Under prospect theory, individuals maximise an unchanging utility function over outcomes.
   % \item There is some empirical evidence, from laboratory experiments and from the field, that supports the predictions of prospect theory.
   % \item Under prospect theory, individuals consider outcomes relative to a reference point, which may change depending on frames and expectations.
%\end{enumerate}

\begin{solution}
%True: There is some empirical evidence, from laboratory experiments and from the field that supports the predictions of prospect theory.
Under prospect theory, individuals consider outcomes relative to a reference point, which may change depending on frames and expectations.
\end{solution}

",,,,,,,,,,,,,,,,,,,,,,,,,,
fairnessexperiment,Explain/discuss,,,Behavioural,,,,,"\question[10]  \textcolor{gray}{\textit{Please answer in no more than two sentences.}} In a variety of laboratory experiments, people are sometimes seen to give up money to move to a more equal allocation of earnings. What experiment could be reasonably used to determine if this is because people truly care about fairness or because people want to avoid the consequences of othersâ spite? Why would this be a reasonable test?

\begin{solution}
A single-shot Dictator Game experiment could be run to see if an even split is proposed. If people truly care about fairness, dictators might propose an even split of the money.
\end{solution}",,,,,,,,,,,,,,,,,,,,,,,,,,
define_transitive,Explain/discuss,,,Utility and preferences,,,,,"\question[27.5] Define `transitive preferences' both formally and intuitively. Why might we expect individuals to have transitive preferences? Give an example of a person making choices that seem to reflect preferences that are \textit{not} transitive, and explain how one could `pump money' from this person.",,,,,,,,,,,,,,,,,,,,,,,,,,
revealedpref_empirics,Explain/discuss,,,Utility and preferences,,,,,"\question[27.5] Considering the axioms of revealed preferences, explain, and depict graphically, how shifting prices and budget constraints may help economists partially identify an individual's indifference curves.",,,,,,,,,,,,,,,,,,,,,,,,,,
define_discuss_nash,Explain/discuss,,,Game theory,,,,,"Define and illustrate the concept of a Nash Equilibrium. Why and when should we expect people's behaviour in a game to be consistent (or inconsistent) with a Nash equilibrium?

\begin{solution}

Nash equilibrium: Combination of strategies where each player is 'best responding' to the other player(s)


\begin{itemize}
  \item If a player is not best-responding he could be doing better
  \item NE expected to be 'stable'; neither would change play or regret choice
  \item But there may be multiple NE or no 'pure-strategy' NE; players may misjudge opponents or fail to coordinate (e.g., in Battle-of-the-Sexes), especially in one-shot games
  \item May have NE play more with repetition, learning, evolution
  \item (And bounded cognitive power: may be too hard/costly to compute one's best response)
\end{itemize}",,,,,,,,,,,,,,,,,,,,,checked,,,,,
monopolyversusperfectcomp_diagram,Solve/draw,,,Monopoly,,,,,"\question[8] \textcolor{gray}{\textit{Please answer in no more than half a  side of a page.}} Consider the figure below, depicting the demand curve (which equals the marginal benefit curve: MB), a firm's marginal revenue (MR), and a firm's constant marginal cost (MC) to produce a particular good. (ATC represents the average total cost.) Consider the situation described by this figure. Compare what would happen if production of this good were monopolised to what would happen if this good were produced under perfect competition. Explain briefly what the differences would be in price, profit, consumer surplus, and  total welfare.

\includegraphics[height=3in]{monopoly_example.png}

\begin{solution}
A monopoly would maximise its profit by charging a price of about 2.75  while firms under perfect competition would charge a price of 2.
A monopoly would earn a positive profit, while firms under perfect competition would gain no profit in the long run.  Consumer surplus would be larger under perfect competition.
\end{solution}",,,,,,,,,,,,,,,,,,,,,,,,,,
holidayinsurance,Solve/draw,,,Uncertainty,,,,," \question[10]  \textcolor{gray}{\textit{Please answer in no    Total benefit something  more  than half a side of a page.}}  Suppose a family has saved enough for a 36 day holiday. The family only gets utility from holidays, and they have a utility function $U = V^{1/2}$ (where V is the number of healthy holiday days they experience). Suppose the probability that someone will have a holiday-ruining illness ($V = 0$) is 50\%. Suppose Walt Disney offered to guarantee them a healthy holiday in exchange for their giving up some number of holiday days. What is the maximum number of days they would be willing to \textit{give up} in exchange for a guaranteed healthy holiday?  Please show your work and explain your answer  in no more than one paragraph plus any necessary equations. \textit{Hint: Consider their expected utility, and compare this to the expected utility of `X days of a certain healthy holiday'.}

%\begin{enumerate}[label=(\alph*)]
%  \item They would not be willing to give up any amount of holiday in exchange for this guarantee.
%  \item They would be willing to give up three days of holiday in exchange for this guarantee, which would leave them with 33 days of holiday.
%  \item They would be willing to give up 11 days of holiday in exchange for this guarantee, which would leave them with 25 days of holiday.
%  \item They would be willing to give up 27 days of holiday in exchange for this guarantee, which would leave them with 9 days of holiday.
%  \item They would be willing to give up 33 days of holiday in exchange for this guarantee, which would leave them with 3 days of holiday.
%\end{enumerate}


\begin{solution}

True: They would be willing to give up 27 days of holiday in exchange for this guarantee, which would leave them with 9 days of holiday.

  \bigskip They expect to get $EU=36^{1/2}/2=3$. The same utility is provided by the number V such that $\sqrt(V)=3$, i.e., $V=9$, implying they give up $36-9=27$ days of holiday.
\end{solution}",,,,,,,,,,,,,,,,,,,,,,,,,,
firms_lose_face,Solve/draw,,,Game Theory,,,,,"\question[10] \textcolor{gray}{\textit{Please answer in no more than half a side of a page.}} Firms A and B each want to form a business partnership with each other but neither knows of the other's attitude. Suppose a consulting firm organises a partnering meeting.  If they both `Declare' an interest they get positive profits from this partnership but if they are `Ignored' this hurts their firm's reputation (significantly negative payoff).  Ignoring a declared offer slightly improves the firm's reputation. Actions and payoffs are given in matrix form below.

\includegraphics[height=2.7in]{firmchoices.png}

Please solve for any/all Nash equilibrium/equilibria of this game, showing your work.  Will there also be a mixed strategy Nash equilibrium? Explain why or why not.


\begin{solution}
    First NE: Both A and B Declare.
    Second NE: Both A and B Ignore.
    There will also be a mixed strategy equilibrium of this game.
  \bigskip
  Note that there are always an odd number of equilibria. You could also compute the MSNE if you like.
\end{solution}",,,,,,,,,,,,,,,,,,,,,,,,,,
pollution_game,Solve/draw,,,Game Theory,,,,,"\question[10] Consider a game where governments of countries A and B simultaneously choose how much pollution to allow their nation's industries to emit.  Country A gets benefit $s_A(120-s_A-s_B)$ and B gets benefit $s_B(120-s_A-s_B)$, where $s_A$ and $s_B$ are the pollutants allowed to be emitted by countries A and B, respectively.

\bigskip

Find the Nash equilibrium of this game. Is this an outcome that maximises the sum of the benefits (for both countries)? Explain.

\begin{solution}
Solving for best responses, we take the FOC (set derivatives equal to 0)

to get $120-s_A-s_B-s_A=0$ $\rightarrow$ $120-2s_A=s_B \rightarrow 2s_A=120-s_B \rightarrow s_A=60-s_B/2$

By symmetry $s_B=60-s_A/2$.

Plugging these in, $s_A=60 - (60-s_A/2)/2 = 60-30+s_A/4 \rightarrow (3/4)s_A = 30 \rightarrow s_A = 120/3=40$
By symmetry $s_A=s_B=24$

Summing the benefits: $s_A(120-s_A-s_B)+s_B(120-s_A-s_B) = 120(s_A+s_B)-s_A^2-s_B^2-2s_As_B = 120(s_A+s_B)-(s_A+s_B)^2$
Defining total emissions as $S=s_A+s_B$ we have the total benefit $120S-S^2$, with FOC $120-2S=0 \rightarrow S=60$.
Thus, the Nash equilibrium total emission, 80, exceeds the benefit-maximising total emission, 60. This is an example of the tragedy of the commons; the individual and group incentives are not aligned.
\end{solution}",,,,,,,,,,,,,,,checked,"no work shown,Forgot to compute the maximal 'sum of the benefits',Falsely assumed individual optimization leads to the maximum total benefit,Calculation errors,Failure to state the actual solution",,,,,,,,,,
ISD_hawkdoveplus,Solve/draw,,,Game Theory,,,,,"\question[10] Consider the game depicted below.

\begin{center}
\begin{tabular}{llcc}
                                               & & \multicolumn{2}{l}{Player 2}                                                                         \\ \cline{2-4}
\multicolumn{1}{l|}{}                          & \multicolumn{1}{l|}{}                & \multicolumn{1}{l|}{Fight} & \multicolumn{1}{l|}{Run away} \\ \cline{2-4}
\multicolumn{1}{l|}{\multirow{3}{*}{Player 1}} & \multicolumn{1}{l|}{Fight}     & \multicolumn{1}{c|}{2, -2} & \multicolumn{1}{c|}{2, 0}        \\ \cline{2-4}
\multicolumn{1}{l|}{}                          & \multicolumn{1}{l|}{Hide} & \multicolumn{1}{c|}{4, 1}  & \multicolumn{1}{c|}{6, 1}        \\ \cline{2-4}
\multicolumn{1}{l|}{}                          & \multicolumn{1}{l|}{Run away}     & \multicolumn{1}{c|}{5, 3}  & \multicolumn{1}{c|}{0, 0}        \\ \cline{2-4}
\end{tabular}
\end{center}

Are any strategies strictly dominated for either player, and if so, which ones?  What are the rationalisable (pure) strategies for each player? (Hint, these are the survivors of `iterated  strict dominance'.) Please show your work and explain.


\begin{solution}
For player 1 `Fight' is a strictly dominated strategy.
Each player has two rationalisable (pure) strategies (survivors of iterated strict dominance): Hide and 'Run Away' for Player 1, and Fight and 'Run away' for player 2.
\end{solution}
",,,,,,,,,,,,,,,checked,"Weak dominance is not strong dominance,Nash equilibrium was not asked for,Neglected to take the derivative in deriving the best response",,,,,,,,,,
ultimatum_envy,Solve/draw,,,Game Theory,,,,,"\question[10]  Consider a version of the ultimatum game in which player A makes an \textit{integer} offer \{1,2,...,20\} to player B.
If B accepts, he or she gets the amount of money offered and A gets to keep the remainder of \pounds 20.
If B rejects, both get nothing. Consider the following preferences reflecting envy.
Players get 1 util per pound earned.  That is all for the player who earns at least as much as the other.
The player who earns strictly less than the other also loses 1 util for each pound difference between the amounts earned.
What offer will arise in a subgame-perfect equilibrium with these preferences? Please explain and show your work.

%\begin{enumerate}[label=(\alph*)]
%\item \pounds 0
%\item \pounds 6
%\item \pounds 7
%\item \pounds 9
%\item \pounds 10
%%msc: none of the above
%\end{enumerate}

\begin{solution}
  \pounds 7

\bigskip

X-(Y-X)=0
Y=20-X
X-(20-X-X)=0
X-20+2X=0
3X=20 $\rightarrow$ X=20/3 \dots consider 6 or 7
Offer 6, if accepted, implies payoff difference is 14-6=8. 6-8 is negative, so it would not be accepted.
Offer 7, if accepted, implies payoff difference is 13-7=6. 7-6 is positive, so this is the min offer that would be accepted.


\end{solution}
",,,,,,,,,,,,,,,checked,"Simplified the game rather than addressing the actual game proposed,Failure to show work,Failed to explicitly state the solution",Behavioural,,,,,,,checked,,
hyperbolic_example,Solve/draw,,,Behavioural,,,,,"\question[10]

Let  $u(x_t)$ represent Jane's instantaneous payoff from consuming $x_t$ and assume $u(x_t)$ increases in $x_t$. Let  $x_0,x_1,x_2,...,x_T$ represent her consumption today, tomorrow, the day after, etc., through the final period $T$. Suppose that when making decisions on a particular day, Jane values, and acts to maximise the weighted sum of her stream of current and future instantaneous payoffs:
$\sum_{t=0..T}\beta_t u(x_t)$, subject to her budget constraint.

\bigskip


In any period, Jane discounts her payoffs on that day (`today') and in the future, with the following weights:

Day 0 (today): $\beta_0= 1$, \

Day 1 (tomorrow): $\beta_1 = 0.5 \times 0.99$ and \

Day 2: $\beta_2 = (0.99)^2 \times 0.5$,  \

Day $t$ (for any $t>0$):  $\beta_t = (0.99)^t \times 0.5$.\

\bigskip

Does Jane have time-consistent preferences?

\bigskip

If Jane had to decide on 1 January (of some year) how to allocate \pounds100 between her consumption the next day (2 January) and the following day (3 January) would she allocate more towards 3 January than she would choose if she were to make the same choice on 2 January (to allocate this \pounds100 between 2 January and 3 January consumption? Explain.

\bigskip

",,,,,,,,,,,,,,,checked,"""The issue is not a changing discount rate over time -- it is a differential discount between two calendar periods, depending on when this is assesed""",time preferences,,,,,,,,,
toughbwi,"solve, draw, explain",modifying http://www.mikeshor.com/courses/gametheory/quizzes/problems2.html,,Game Theory,,,,,"""toughbwi.png

Characterise  the 'Subgame-Perfect Nash equilibrium strategies' in the game depicted above, fully specifying each player's strategy. Explain why we might predict these outcomes to occur.  Explain why this is called 'Subgame-Perfect'. Note: players A and B are alternating moves.  Hint: the \emph{outcomes} consistent with SPNE can be found by 'backwards induction'.
""",,,,,,,,,,,,,,,,,,,,,checked,,,,,
giffengood_rw,"define, explain",,,Demand curves,,,,8,"In the real world, when might we expect to find Giffen goods? Explain",,,7.0,,Optional,,1,,,,,,,,,,,,,,,,,,checked,
expevidence_pg_pd_ult_vsNE,"discuss evidence, explain, theory",,,Game theory,behavioural,,,,"\part (20 marks) \textit{Please try to answer in no more than one side of a page, plus any relevant diagrams.}  Describe the overall evidence on how subjects play in either laboratory `Prisoner's dilemma' experiments, `Public goods' experiments or `Ultimatum games'. What relevance might these results have for particular public policy or management goals? 

%Explain why this does or does not represent evidence `against the Nash Equilibrium prediction'. 

\begin{solution}
  \begin{itemize}
    \item Significant cooperation/contributions (counter dominant-strategy prediction)
    \item Some `selfish' players, many `reciprocal'
    \item Declines with repetition but not to zero
    \item More cooperation when groups/players are kept constant than when meeting `strangers' each time
    \item Factors such as communication, higher return rates, smaller groups increase cooperation
    \item Allowing sanctioning can sometimes improve contributions
  \end{itemize}

A good answer in either direction is acceptable:

  \begin{itemize}
    \item Game theory predictions for total payoffs, not just for money $\rightarrow$ social and fairness preferences hard to control
    \item NE not really a `prediction' but a description of what would be an equilibrium
    \item Limitations of lab; (scale of incentives, student participants\dots) NE still may be predictive in large real-world settings (mixed evidence on this)
    \item Still, robustness of these results suggest we should be sceptical of NE as a universal prediction
  \end{itemize}

\end{solution}",,,,,,1,,,,,,,,,,,,,,,,,,,checked,
hyperbolic_explain,"Explain, theory",,,Behavioural,,,,,"\part (20 marks) \textit{Please try to answer in no more than one side of a page, plus any relevant diagrams.} Explain why `hyperbolic discounting' and limited willpower may lead to choices that are `time-inconsistent'. ",,,,,,,,,,,,,,,,,,,,,checked,,,,,
hyperbolic_evidence,"Explain, theory",,,Behavioural,,,,,"\part (20 marks) \textit{Please try to answer in no more than one side of a page, plus any relevant diagrams.} Describe the evidence that individuals's choices reflect  `hyperbolic discounting' and limited willpower.",,,,,,,,,,,,,,,,,,,,,,,,,checked,
tax_perfectsub,"discuss theory, policy",,,Demand curves,,,,,"\question[25] If all individuals consume only two goods, and these goods are \textit{perfect complements} for everyone, will a commodity tax be less efficient than a lump-sum tax? Explain why or why not. (A graphical depiction may be useful).",,,,,,,,,,,,,,,,,,,,,,,,,checked,
define_nonsatiation,,,,,,,,,"\question[25] Define the `nonsatiation' property of preferences both formally and intuitively. Why might we expect individuals to have preferences satisfying nonsatiation (or local nonsatiation or a related notion)? What would indifference curves look like if preferences did \textit{not} have this property?


\textit{Note: this question really is asking for three things: a definition, intuition for why this is reasonable, and a discussion of how indifference curves would look in the absence of this. Be sure you answer all parts of the question (but also keep track of time and length).}

\textit{Note 2: the answer I give below is of course more comprehensive and longer than I expect from you to produce on the midterm. I am trying to give you a broad explanation here.}

There are several versions of this general 'more is better' property (global non-satiation, local non-satiation, monitor the city); I just wanted you to define one of them. The strong condition discussed in NS is 'global nonsatiation' or 'more is always better.'

A somewhat 'weaker' (thus more plausible) assumption is 'local nonsatiation'. Intuitive definition: starting from any consumption point, there is some good such that increasing the amount of this good by a tiny
amount will yield a preferred point. Formally,

$$ Y' \succ X \ if \ Y>>X $$ where Y and X are vectors of goods (consumption bundles $Y_1...Y_k$ and $X_1...X_k$) and $>>$ means $Y_j >= X_j \forall j \in 1..k$ and $Y_j>X_j$ for at least one good indexed by $j$.

\

We expect that most individuals can never be fully satiated. No matter what their consumption bundle (which arguably could include charitable giving and gifts to friends and family) there is always some augmentation to it that they would prefer. Even if they completely were to satiate on a single good, there is something else that they would still gain benefit from. This seems plausible to me, at least for most people. (I don't know of any further justification for this.)

This will yield results like ’people will spend all of their wealth’ and (roughly) 'people will never buy a
more expensive bundle when a cheaper bundle is preferred.’

If this did not hold, i.e., if there were satiation, there might be a single point above which further consumption yielded no more value. Suppose, e.g., the person values food and clothing only up to the point were they have some maximal amount of each, and they are indifferent to (do not actively dislike additional amounts, perhaps because they have 'free disposal'). indifference curves would cut off at this point, becoming horizontal and vertical respectively. The entire surface (rectangle above and to the right, going off into infinity) with food> ""food max"" and clothing> ""clothing max"" would be on a single indifference curves (really an ""indifference surface"").

On the other hand, if larger amounts are strictly \textit{worse} than this, there will be a ""bliss point"", and indifference curves would be ellipses around this point.

\end{solution}
",,,,,,,,,,,,,,,,,,,,,,,,checked,,
